label,pixel43,pixel44,pixel92,pixel124,pixel125,pixel126,pixel127,pixel128,pixel129,pixel130,pixel131,pixel132,pixel133,pixel134,pixel135,pixel136,pixel137,pixel138,pixel146,pixel147,pixel148,pixel149,pixel150,pixel151,pixel152,pixel153,pixel154,pixel155,pixel156,pixel157,pixel158,pixel159,pixel160,pixel327,pixel328,pixel329,pixel351,pixel410,pixel411,pixel412,pixel413,pixel414,pixel415,pixel416,pixel417
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,40,6,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,69,241,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,16,0,0,62,0,34,95,18,0,0,0
5,0,0,0,0,0,0,121,253,97,39,25,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,57,247,252,241,244,242,240,0,0,0,203,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,245,40,58,254,70,0,0,254,119,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,110,148,174,176,255,254,254,167,43,56,1,0,254,87,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,145,146,145,145,145,145,145,145,0,0,0,160,254,185,3,0,0,0,0,0
6,0,0,0,0,37,222,252,252,253,252,205,31,0,0,0,0,0,0,0,0,0,0,0,1,84,253,252,252,252,253,128,31,0,0,0,0,0,253,253,253,255,253,133,0,0
6,0,0,0,0,0,0,0,1,157,254,242,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,254,254,143,0,0,0,0,0,254,234,60,36,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,255,255,0,0,0,255,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,254,226,0,250,117,0,0,0,0,0,0
6,0,0,0,0,0,0,0,96,232,252,253,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,234,252,252,223,32,0,0,0,0,63,0,0,0,0,0,0,0
3,0,0,0,0,0,21,132,253,193,71,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,203,253,252,253,252,223,122,172,10,0,254,253,254,112,0,0,0,0,0
0,0,0,0,0,32,171,255,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,228,253,254,99,0,0,0,0,253,236,27,0,0,38,255,254,78,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,253,255,253,253,211,121,32,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,125,125,125,161,254,254,254,255,254,254,241,115,88,16,0,253,253,253,249,119,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,130,207,254,254,254,103,248,98,5,88,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,59,156,239,254,254,254,250,253,249,101,70,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,218,47,0,253,106,0,0,0,0,0,0
1,0,0,0,0,2,134,255,255,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,253,253,249,41,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,97,144,144,35,56,126,0,0,88,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,106,229,254,254,210,31,0,0,0,0,0,0,0,0,0,0,0,0,0,73,209,254,253,253,253,253,74,0,38,253,0,0,94,211,254,255,254,105,0
2,0,0,0,254,254,254,198,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,250,254,254,254,247,62,0,0,0,9,0,0,254,253,134,0,0,0,0,0,0
0,0,0,0,0,0,0,124,187,255,167,125,48,0,0,0,0,0,0,0,0,0,0,0,0,0,131,248,252,253,253,253,253,250,0,0,150,0,0,0,20,227,253,253,155,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,132,225,253,253,253,195,70,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0
1,0,0,0,0,0,242,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,235,51,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,104,254,11,0,0,0,0,0,0,42,233,156,0,0,0,0,0,0,0,0,0,73,253,53,0,254,254,254,254,139,0,0,0
2,0,0,0,0,0,0,42,200,253,245,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,245,189,253,207,0,253,212,8,0,253,253,254,241,121,108,108,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,20,0,0,213,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,5,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,166,0,253,0,0,0,0,0,0,0,0
2,0,0,0,255,191,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,255,255,255,255,255,64,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0
2,0,0,0,0,133,249,183,99,125,247,245,35,0,0,0,0,0,0,0,0,0,0,0,0,0,202,138,0,0,0,182,254,60,254,209,0,0,246,254,48,0,0,0,0,0
0,0,0,0,0,169,253,255,128,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,194,243,252,253,252,246,122,0,0,31,253,252,0,0,0,0,226,253,84,0,0
2,0,0,0,0,3,111,197,253,236,253,253,253,253,140,0,0,0,0,0,0,0,0,0,0,124,166,253,253,253,222,188,188,212,253,220,6,3,94,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,255,247,118,3,0,0,0,0,0,0,0,0,0,0,0,0,0,206,97,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,253,189,0,253,140,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,169,160,76,160,35,0,240,0,0,0,0,0,0,0,0
3,0,0,0,18,171,233,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,207,254,254,207,88,21,0,0,0,0,0,0,254,243,18,0,0,0,0,0,0
0,0,0,0,0,0,0,113,255,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,248,253,246,0,0,0,253,251,53,0,253,253,253,54,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,92,175,255,254,143,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,21,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,82,0,0,0,0,0,81,0,0,0,233,203,203,204,203,204,203,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,29,29,0,0,0,14,14,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,253,196,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,147,230,249,78,39,3,0,0,0,0,44,0,0,254,200,254,254,43,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,235,45,0,0,0,0,0,0,0,0,0,0,0,0,0,255,60,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,12,0,147,25,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0
1,0,0,0,255,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,253,252,77,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,54,234,18,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,201,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,73,73,73,73,73,73,73,73,0,0,0,0,154,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,206,255,254,217,86,0,0,0,0,0,0,0,0,0,253,184,253,219,12,0,0,0,0
1,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,24,234,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,151,247,85,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0
6,0,0,0,0,69,200,254,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,254,254,89,0,0,0,0,29,10,0,0,254,254,254,55,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,90,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,57,253,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,200,242,89,0,0,0,0,253,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,159,254,254,254,254,241,116,6,0,0,238,55,0,253,0,0,0,0,0,0,0,0
2,0,0,0,119,57,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,253,252,252,252,253,190,85,10,0,0,0,0,0,0,0,0,59,0,0,0,0,76,249,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,105,105,105,106,105,192,105,236,253,212,118,56,157,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,83,238,210,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,246,206,27,0,0,224,205,51,4,0,2,233,214,0,0,0,0
3,0,0,0,0,0,0,83,248,254,254,254,254,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,241,123,56,105,251,251,110,0,145,0,207,254,103,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,206,65,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,255,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,253,252,0,254,253,254,253,82,0,0,0
0,0,0,0,0,0,0,15,160,253,253,248,99,0,0,0,0,0,0,0,0,0,0,0,0,0,9,78,185,253,253,253,233,42,253,253,14,0,224,253,253,163,0,0,0,0
1,0,0,0,228,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,254,254,137,4,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,177,254,254,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,241,254,231,28,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,253,215,77,0,0,0,0
6,0,0,0,0,161,254,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,248,244,52,0,0,0,0,0,0,0,0,0,254,224,45,0,0,0,0,0
5,0,0,0,0,0,0,0,51,121,121,121,190,102,0,0,0,0,0,0,0,0,0,0,0,68,107,177,241,245,252,252,252,252,0,0,0,14,103,64,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,83,128,183,254,255,244,168,161,21,0,0,0,0,138,210,11,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,79,239,255,51,0,210,25,0,0,169,254,189,4,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,78,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,248,106,55,0,0,0,0,0,0,0,0
0,0,0,0,0,22,110,219,252,193,143,245,80,0,0,0,0,0,0,0,0,0,0,0,0,26,153,247,183,100,44,0,137,240,0,50,185,0,0,0,0,0,207,252,0,0
0,0,0,0,0,32,73,255,253,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,190,251,253,251,215,0,0,0,251,243,217,0,0,0,182,222,227,42,0,0
2,0,0,0,254,254,254,254,71,0,0,0,0,0,0,0,0,0,0,0,0,110,235,253,253,217,169,253,253,222,36,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0
6,0,0,0,0,0,35,230,254,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,254,254,115,0,0,0,0,0,0,246,136,254,216,0,0,0,0,0
2,0,0,0,232,252,252,252,83,11,0,0,0,0,0,0,0,0,0,0,0,0,0,181,252,252,252,252,252,253,182,0,0,0,84,0,0,236,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,65,0,183,252,252,252,252,252,180,19,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,255,229,150,150,68,47,47,22,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,92,150,234,254,255,254,254,203,69,0,0,0,0,253,253,146,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,131,70,101,2,0,2,7,1,0,0,0,110,230,0,0,0,79,250,254,221,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,253,139,0,0,0,0,0,0
5,0,0,0,0,15,31,53,31,31,22,31,62,206,90,0,0,0,0,0,0,0,0,0,0,0,137,254,254,254,254,241,254,254,0,0,0,255,215,4,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,79,89,89,89,9,119,41,0,254,7,0,0,0,0,0,0,0
8,0,0,0,0,3,87,171,171,245,236,151,38,0,0,0,0,0,0,0,0,0,0,0,1,59,213,254,254,254,253,254,254,234,0,0,0,0,254,217,213,139,3,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,196,246,246,131,14,0,0,0,0,170,245,254,0,0,0,0,0,0,165,167,0
6,0,0,0,3,132,253,253,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,253,252,149,14,0,0,0,0,0,0,0,0,253,253,253,253,184,13,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,195,24,0,0,0,0,0,0
8,0,0,0,155,220,143,192,115,125,35,0,0,0,0,0,0,0,0,0,0,0,0,0,8,223,252,252,253,252,252,236,23,0,252,252,241,253,253,88,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,255,147,6,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,102,17,0,0,0,0,89,255,148,5,0,25,0,0,68,253,197,17,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,252,102,0,253,254,253,255,253,255,50,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,198,177,66,135,160,145,39,0,0,0,253,140,0,0,253,253,82,0,0,0,0,0
0,0,0,0,161,195,229,195,44,0,0,0,0,0,0,0,0,0,0,0,0,0,30,181,249,253,224,206,164,31,0,0,0,0,0,0,220,0,0,0,0,254,253,46,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,94,212,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,253,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,253,255,253,216,141,26,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0
0,0,0,0,23,13,0,145,253,233,53,0,0,0,0,0,0,0,0,0,0,0,0,0,14,234,207,18,71,253,253,230,55,0,253,253,36,0,223,253,204,15,0,0,0,0
8,0,0,0,0,0,25,177,144,115,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,133,233,252,253,252,252,116,0,252,88,16,10,253,250,220,182,10,0,0,0
0,0,0,0,22,96,209,131,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,221,252,252,253,252,186,28,0,0,0,0,0,0,0,0,0,0,13,218,42,0
1,0,0,0,0,0,0,124,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,220,253,136,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0
3,0,0,0,254,254,172,109,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,186,253,248,242,254,253,188,22,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,165,255,254,239,244,229,175,139,56,2,0,0,0,45,0,0,253,30,0,0,0,0,0,0,0
6,0,0,0,0,173,253,210,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,245,221,22,0,0,0,0,0,0,0,0,0,220,32,0,0,0,0,0,0
6,0,0,0,9,94,247,254,254,249,44,0,0,0,0,0,0,0,0,0,0,0,0,0,4,204,254,250,161,86,253,81,0,0,0,0,0,0,122,216,235,0,0,0,0,0
1,0,0,0,0,0,0,0,0,158,254,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,253,53,0,0,0,0,254,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,92,92,203,192,92,92,18,0,42,254,254,0,0,96,254,254,110,1,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,157,211,5,0,0,202,215,110,60,60,13,0,0,0
2,0,0,0,255,254,171,101,12,0,0,0,0,0,0,0,0,0,0,108,221,253,253,253,253,253,253,253,253,216,14,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,255,0,0,0,0,0,0,0,0
0,0,0,0,63,110,233,253,170,110,109,31,0,0,0,0,0,0,0,0,0,0,0,105,217,237,253,252,252,252,253,252,227,134,0,0,0,0,0,0,0,0,176,252,108,0
0,0,0,0,255,235,136,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,253,253,253,253,253,176,110,36,1,0,0,253,253,225,0,0,148,253,253,170,0,0,0
6,0,0,0,151,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,216,254,190,0,0,0,0,0,0,0,0,0,0,244,174,252,254,103,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,252,252,252,252,252,218,217,103,0,0,0,0,0,0,108,0,0,0,252,252,41,0,0,0,0,0
0,0,0,0,3,108,186,246,147,106,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,254,254,254,254,254,247,157,13,0,0,250,0,0,0,0,141,254,146,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,141,89,112,156,194,106,0,0,254,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,136,211,254,254,255,254,249,68,7,0,0,0,0,0,253,253,153,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,191,255,255,255,255,191,64,0,255,255,191,255,0,0,0,0,0,0,0,0
6,0,0,0,0,0,76,209,253,155,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,254,237,32,0,0,0,0,0,0,134,253,253,60,0,0,0,0,0
1,0,0,0,4,140,210,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,253,253,107,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,190,61,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,164,254,153,96,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0
1,0,0,0,0,20,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,245,30,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,251,142,0,253,107,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,99,99,70,117,252,252,164,252,65,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,121,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,222,245,0,0,0,254,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,105,148,156,253,253,254,253,253,227,104,36,0,0,0,0,0,19,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,36,115,253,253,253,255,133,48,0,0,0,0,0,0,0,0,0,0,0,8,32,214,251,251,251,251,253,158,253,251,0,223,253,255,221,0,0,0,0
5,0,0,0,0,49,128,158,153,15,0,0,0,0,0,0,0,0,0,0,0,0,0,43,49,148,100,78,17,2,0,0,0,0,0,0,0,67,176,12,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,101,208,254,255,245,55,0,0,0,0,0,0,253,210,75,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,84,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,5,136,252,252,252,253,252,186,50,0,0,0,0,0,0,0,0,0,0,0,0,24,252,252,252,252,253,252,252,252,89,0,230,199,42,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,38,0,125,253,253,253,174,0,0,0,0
2,0,0,0,17,99,247,202,232,217,161,133,0,0,0,0,0,0,0,0,0,0,0,0,0,20,224,254,5,52,230,254,210,17,89,0,0,222,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,17,253,195,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,13,150,255,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,253,224,57,0,253,84,0,0,0,0,0,0,0
